id,type,name,address,
1369,flooring,Toronto Flooring Solutions,The Queensway,
1370,hairdresser,Tomax Hairworks,The Queensway,
1371,pawnbroker,Pawn Kings Inc,Lake Shore Boulevard West,
1372,art,Allen Gallery,Lake Shore Boulevard West,
1373,vacant,The Cannabis Superstore,Lake Shore Boulevard West,
1374,beauty,Sepectra Hair & Nail Spa,Lake Shore Boulevard West,
1375,health,Vital Planet,Lake Shore Boulevard West,
1376,hairdresser,Black Collar Barber Shop,Lake Shore Boulevard West,
1377,pet,Barkyard,The Queensway,
1378,hairdresser,Charm,The Queensway,
1379,beauty,Exfolier Rejuvene,The Queensway,
1380,clothes,Our Walk In Closet Inc,The Queensway,
1381,florist,Flowers by Sophie,The Queensway,
1382,art,Gabra Studios Limited,The Queensway,
1383,vacant,Tanquility Wellness & Yoga,The Queensway,
1384,travel_agency,Hanna Travel,The Queensway,
1385,carpet,Arian Rug,The Queensway,
1386,florist,Royal Flower,The Queensway,
1387,hairdresser,Jacobs Barbers,The Queensway,
1388,hairdresser,Salon Glamour,The Queensway,
1389,vacant,Anima,The Queensway,
1390,massage,Touch of Silk,The Queensway,
1391,pet_grooming,Top Dogs,The Queensway,
1392,beauty,Greenlife,The Queensway,
1393,sports,ATR Sports,The Queensway,
1394,travel_agency,All World Travel,The Queensway,
1395,music,Club Bass,The Queensway,
1396,clothes,Cut-Rate Clothing,The Queensway,
1397,beauty,Angelic Nails Bar,The Queensway,
1398,vacant,Royal Medical Pharmacy,The Queensway,
1399,beauty,The Queensway Nails & Spa,The Queensway,
1400,hairdresser,HairWay,The Queensway,
1401,hairdresser,Head Candy Professional Hair Salon,The Queensway,
1402,clothes,Lamoa Stitch,The Queensway,
1403,hairdresser,Nick's Barber Salon,The Queensway,
1404,psychic,Psychic Spiritual Center,The Queensway,
1405,hairdresser,JRose Hair Studio + Beauty Bar,The Queensway,
1406,vacant,Beauty on the Grind,The Queensway,
1407,beauty,Skinsavvy Aesthetics & Laser,The Queensway,
1408,pastry,Cakes by Mickey,The Queensway,
1409,bed,Alpaca House Canada,The Queensway,
1410,beauty,Keke Hair Studio,The Queensway,
1411,beauty,La Chance Beauty Shalo & Gift Shop,The Queensway,
1412,tattoo,JR Tattoos,The Queensway,
1413,bed,Dozy Mattress,The Queensway,
1414,dry_cleaning,Del Monte Custom Cleaners,The Queensway,
1415,massage,Harmony Health Spa,The Queensway,
1416,beauty,M & K Nail Salon,The Queensway,
1417,beauty,Glow Beauty Bar,The Queensway,
1418,bakery,Super Bakers,The Queensway,
1419,hairdresser,Vittor Salon,The Queensway,
1420,butcher,West Farm Meat,The Queensway,
1421,beauty,Yanox Laser & Massage Therapy Clinic,The Queensway,
1422,car,Atlantic Fine Motors Ltd.,Kingston Road,
1423,car,Alexandria Auto Sales,Kingston Road,
1424,electronics,Sals TV Service & Sales,Kingston Road,
1425,supermarket,Navs Grocery,Bastion Street,
1426,electronics,Best Buy,Weston Road,
1427,variety_store,Dollar Tree,Weston Road,
1428,convenience,Hasty Market,Bloor Street West,
1429,car_repair,GB Autos & Trucks,The Queensway,
1430,car_repair,Assured Collision Centre,Wicksteed Avenue,
1431,laundry,Beach Solar Laundromat,Queen Street East,
1432,variety_store,Dollar Party,Lawrence Avenue East,
1433,money_lender,Money Mart,Lawrence Avenue East,
1434,furniture,Easyhome,Lawrence Avenue East,
1435,hairdresser,Charming 100 Hair Salon,Lawrence Avenue East,
1436,hairdresser,Christopher G Hair Emporium,Lawrence Avenue East,
1437,dry_cleaning,The Preeners,Queens Quay West,
1438,variety_store,Dollarama,Royal York Road,
1439,paint,Sherwin-Williams,Royal York Road,
1440,mobile_phone,Device Dilemma,Royal York Road,
1441,florist,Edible Arrangements,Queens Quay West,
1442,convenience,Queen's Quay Convenience,Queens Quay West,
1443,hairdresser,colour lab,Yonge Street,
1444,car,Downtown Lincoln/Downtown Ford,King Street East,
1445,supermarket,Popbox MicroMarket,Dovercourt Road,
1446,convenience,My Market,Manitoba Street,
1447,pet,Pawpals,Manitoba Street,
1448,kitchen,The Gracious Living Centre Kitchen & Bath,Davenport Road,
1449,hairdresser,First Choice Haircutters,Overlea Boulevard,
1450,money_lender,Cash Money,Overlea Boulevard,
1451,clothes,Blackbird Vintage,Trinity Street,
1452,clothes,Gentil Uomo,Trinity Street,
1453,clothes,Gotstyle Distillery,Trinity Street,
1454,clothes,Hoi Bo,Trinity Street,
1455,clothes,Jessica Rose,Trinity Street,
1456,deli,Maisonette Gifts,Tank House Lane,
1457,deli,vomFASS,Trinity Street,
1458,alcohol,LCBO,Sandhurst Circle,
1459,convenience,John's Mart,King Street West,
1460,florist,California Florist,Dundas Street West,
1461,car_repair,M&S Auto Experts,Dundas Street West,
1462,laundry,Real Coin Laundry,College Street,
1463,scuba_diving,Dive World,Lake Shore Boulevard West,
1464,outdoor,L.L.Bean,Don Mills Road,
1465,books,Silver Snails Comics and Cafe,Yonge Street,
1466,wine,Macedo Wines & Organics,Ossington Avenue,
1467,storage_rental,Ossington Self Storage,Ossington Avenue,
1468,hairdresser,Cliffcrest Unisex Hairstylists,Kingston Road,
1469,convenience,Bay Market,Marine Parade Drive,
1470,beauty,Sherrry's Nails & Spa,Marine Parade Drive,
1471,beauty,En Vogue Nail Salon,Lower Jarvis Street,
1472,hairdresser,Adam Barber Shop,Lower Jarvis Street,
1473,mobile_phone,Freedom Mobile,Front Street East,
1474,hairdresser,Classic Hair Design,Lower Jarvis Street,
1475,pet,Global Pet Foods,Lower Jarvis Street,
1476,convenience,Market Place,Front Street East,
1477,pet,Pet Cuisine,Front Street East,
1478,laundry,The Laundry Room,Harbord Street,
1479,fabric,Dohue Fabric,College Street,
1480,fabric,Chu Shing Textiles,Queen Street West,
1481,fabric,Downtown Fabrics,Queen Street West,
1482,fabric,Queen Textiles,Queen Street West,
1483,sewing,Fabric by Designers,Queen Street West,
1484,bakery,Bakery & Kaffee Haus,Yonge Street,
1485,hairdresser,The Baby Point Barbershop,Annette Street,
1486,wine,enostore,Annette Street,
1487,clothes,Flatiron’s Christmas Market,Jarvis Street,
1488,hairdresser,Classic Beauty Salon,Lake Shore Boulevard West,
1489,convenience,Circle K,Kennedy Road,
1490,shoes,John Fluevog,Trinity Street,
1491,supermarket,Longo's,St. Clair Avenue West,
1492,shoes,DSW,North Queen Street,
1493,craft,Michaels,North Queen Street,
1494,workwear,Daniel Safety Workwear Ltd.,Augusta Avenue,
1495,workwear,Harry David LTD,Augusta Avenue,
1496,clothes,Model Citizen,Augusta Avenue,
1497,hairdresser,K&M Barber Shop,Lake Shore Boulevard West,
1498,art,Little T Annex Art Gallery,King Street East,
1499,beauty,Two Chicks & Some Lipstick,Lake Shore Boulevard West,
1500,butcher,Roast Fine Foods,St. Clair Avenue West,
1501,paint,Sherwin-Williams,Carlaw Avenue,
1502,clothes,Anthropologie,Queen Street West,
1503,interior_decoration,Comelight Glass and Mirror,Dundas Street West,
1504,clothes,Stollery's,Cumberland Street,
1505,bakery,Santana's Bakehouse,Dovercourt Road,
1506,dry_cleaning,Queens-Royal Drycleaners & Alterations,Royal York Road,
1507,optician,Humber Bay Eyecare,Lake Shore Boulevard West,
1508,convenience,Belgian Grocery & Variety Store,Evans Avenue,
1509,beauty,Kings VIP Spa,Evans Avenue,
1510,alcohol,LCBO,Spadina Road,
1511,car_parts,DNS Auto,Finch Avenue West,
1512,optician,Eyes On Church,Church Street,
1513,jewelry,Richview Jewelers,Wincott Drive,
1514,dry_cleaning,Richview Cleaners,Wincott Drive,
1515,pet,Pet Valu,Wincott Drive,
1516,jewelry,Randhawa Jewellers,Albion Road,
1517,art,Gallery 402,King Street East,
1518,dry_cleaning,King & Parliament Dry Cleaning,King Street East,
1519,hairdresser,Chiggy's Touch Salon,Weston Road,
1520,variety_store,Dollarama,North Queen Street,
1521,electronics,Moe's Appliances,Horner Avenue,
1522,variety_store,Dollarama,Albion Road,
1523,clothes,Labour of Love,Carlton Street,
1524,concrete,Patterned Concrete Ontario Inc.,Supertest Road,
1525,convenience,HarbourView Convenience,Harbour Street,
1526,hairdresser,Daily Salon,Gerrard Street East,
1527,bakery,Andrea's gerrard st. Bakery,Gerrard Street East,
1528,herbalist,Chen's Acupuncture & Herbs,Gerrard Street East,
1529,pet,Pet Valu,Burnhamthorpe Road,
1530,supermarket,Level Auto,Kingston Road,
1531,bakery,Aux Merveilleux,Queen Street West,
1532,tattoo,New Tribe Tattooing and Piercings,Queen Street West,
1533,bakery,Marius Bakery,Burnhamthorpe Road,
1534,paint,Sherwin-Williams,Burnhamthorpe Road,
1535,pet,The Pet Spaw & Lounge,Burnhamthorpe Road,
1536,wine,Haus of Vine,Martin Grove Road,
1537,beauty,Lenny's Nails & Spa,Martin Grove Road,
1538,sports,Fogh Marine,Oxford Street,
1539,rental,Location Equipment Supply,Oxford Street,
1540,furniture,ABACUS Furniture Design,Oxford Street,
1541,sports,The Complete Paddler - Canoe & Kayak Superstore,Oxford Street,
1542,interior_decoration,Custom Prototypes,Evans Avenue,
1543,car,AutoPark Toronto,Victoria Park Avenue,
1544,clothes,Paris Calling,Lake Shore Boulevard West,
1545,convenience,Circle K,Queen Street East,
1546,car,Queen Compact Cars,Queen Street East,
1547,books,Coles,Queen Street East,
1548,toys,Mastermind Toys,Queen Street East,
1549,department_store,Hudson's Bay,Yonge Street,
1550,department_store,Saks Fifth Avenue,Yonge Street,
1551,car_repair,Loi's Wheelchair Van Solutions,Chesswood Drive,
1552,supermarket,The Bulk Food Emporium,Danforth Avenue,
1553,supermarket,Yaris Super Store,Parliament Street,
1554,hardware,Nettleship's Hardware,Parliament Street,
1555,travel_agency,Africa On Safari Inc.,Parliament Street,
1556,supermarket,Ambal Trading,Parliament Street,
1557,florist,Patty's Florist,Parliament Street,
1558,convenience,Kalaimakal Convenience,Parliament Street,
1559,bakery,Tasso Baking Company,Parliament Street,
1560,pet,Menagerie Pet Shop,Parliament Street,
1561,antiques,Green's Antiques,Parliament Street,
1562,hairdresser,Cabbagetown Barber Shop,Parliament Street,
1563,jewelry,Fair Trade Jewellery Co.,Parliament Street,
1564,computer,Unistar Computer Store,Parliament Street,
1565,optician,Spadina Optometry,Brant Street,
1566,electronics,Best Buy,Dundas Street West,
1567,hardware,Dudley's Hardware,Church Street,
1568,tailor,Freeman's Formalwear,Yonge Street,
1569,supermarket,Loblaws,Carlton Street,
1570,alcohol,The Beer Store,Lake Shore Boulevard West,
1571,mobile_phone,Ask Computers,Front Street East,
1572,hairdresser,Level10,St. Andrew Street,
1573,hairdresser,Brimz,Kensington Avenue,
1574,computer,Free Geek Toronto,Sudbury Street,
1575,alcohol,LCBO,Lake Shore Boulevard East,
1576,travel_agency,Lost Beaches Travel Co.,Lake Shore Boulevard West,
1577,hairdresser,Eli´s Salon,Rexdale Boulevard,
1578,supermarket,Lennie's Whole Foods,Parliament Street,
1579,variety_store,Dollarama,Parliament Street,
1580,variety_store,Dollar 4 U,Parliament Street,
1581,bakery,My Market Bakery,Baldwin Street,
1582,books,The Occult Shop,Bathurst Street,
1583,hairdresser,World Salon,Adelaide Street East,
1584,tailor,Tom's Place,Baldwin Street,
1585,frame,Frame Print Gallery,Ripley Avenue,
1586,clothes,My Dream Closet,Ripley Avenue,
1587,car_repair,Active Green + Ross,The Queensway,
1588,bakery,Caldense Bakery,Dundas Street West,
1589,hardware,CAAM United Hardware,Augusta Avenue,
1590,mobile_phone,Rogers,Dundas Street West,
1591,laundry,Digo Coin Laundry,Bloor Street West,
1592,screenprinting,Logo Magik,Dundas Street West,
1593,department_store,Closeout Kings,Consumers Road,
1594,trade,Fastenal,Markham Road,
1595,travel_agency,Cumberland Travel,Markham Road,
1596,supermarket,No Frills,Parliament Street,
1597,optician,Parliament Optical,Parliament Street,
1598,copyshop,re:print,Parliament Street,
1599,sewing,Leather & Sewing Supply Depot,Spadina Avenue,
1600,hairdresser,Creation Hair,Markham Road,
1601,mobile_phone,Freedom Mobile,Victoria Park Avenue,
1602,car,Sara Auto Sales,Victoria Park Avenue,
1603,butcher,Grace Meat Market,College Street,
1604,bakery,Golden Wheat,College Street,
1605,clothes,Valentina's Boutique,Lake Shore Boulevard West,
1606,kichen,Stone Port Countertops,Caledonia Road,
1607,furniture,Office & Shop Furniture,King Street East,
1608,variety_store,Dollarama,Eglinton Square,
1609,vacant,Clear Vision,North Queen Street,
1610,vacant,relativespace,King Street East,
1611,books,Spanish Book Store,Bathurst Street,
1612,car_repair,All Brand Auto Service & Sales,Castleton Avenue,
1613,variety_store,Dollarama,Bay Street,
1614,convenience,New Campus Variety,King Street East,
1615,beauty,Langton Salon Spa,King Street East,
1616,musical_instrument,Yamaha Music School,Yonge Street,
1617,hairdresser,Tony Shamas Hair & Salon,Jarvis Street,
1618,massage,Massage Matters,George Street,
1619,furniture,BoConcept,Adelaide Street East,
1620,furniture,Gautier,Adelaide Street East,
1621,yes,Ma-Zone,Jarvis Street,
1622,art,York Mills Gallery,Leslie Street,
1623,bicycle,Popawheelie,Bloor Street West,
1624,pet,Global Pet Foods,Bloor Street West,
1625,clothes,Harry Rosen,The West Mall,
1626,books,Indigo,The West Mall,
1627,bakery,Bakery Sweetway,The Donway West,
1628,optician,Don Mills Optical,The Donway West,
1629,jewelry,Lodhia Jewellers,The Donway West,
1630,hairdresser,The Hair Gallery,The Donway West,
1631,florist,Enchanting Flowers,The Donway West,
1632,dry_cleaning,Donway White Cleaners,Lawrence Avenue East,
1633,healthcare,ORTHOTECH.ca,Lawrence Avenue East,
1634,pet,Pet Valu,Lawrence Avenue East,
1635,hairdresser,Daniel Salon & Spa,Bloor Street West,
1636,clothes,Ardene,Orfus Road,
1637,hairdresser,The Connection Barbershop,Dundas Street West,
1638,mobile_phone,Bell,Queen Street West,
1639,copyshop,Envoy,Roncesvalles Avenue,
1640,sports,Running Room,Front Street East,
1641,cannabis,Hunny Pot Cannabis,Fleet Street,
1642,convenience,Am2Pm Express Market,Bathurst Street,
1643,computer,ComNCom,Wilson Avenue,
1644,hairdresser,Elevyn's Hair Salon & Nail Spa,Wilson Avenue,
1645,convenience,Beach Plaza Variety,Queen Street East,
1646,clothes,Miras Vintage Store,Queen Street East,
1647,confectionery,The Belgian Chocolate Shop,Queen Street East,
1648,optician,Eye Candy,Queen Street East,
1649,sports,Game Set Match,Annette Street,
1650,supermarket,Baraka Halal Food,Dundas Street West,
1651,bicycle,Mojo Cycles,Bloor Street West,
1652,stationery,Oakwood Office Supploes,Dundas Street West,
1653,music,Tonality Records,Dundas Street West,
1654,laundry,2194 Coin Laundry,Dundas Street West,
1655,travel_agency,747 Travel,Dundas Street West,
1656,car_parts,DEL Equipment Limited,Laird Drive,
1657,convenience,Daisy Mart,Kipling Avenue,
1658,shoes,DSW,Eglinton Avenue East,
1659,beauty,K Nails & Spa,Cumberland Street,
1660,beauty,Amani Hair, Skin Care,Cumberland Street,
1661,optician,World Eyewear,Cumberland Street,
1662,optician,Vision Care,Cumberland Street,
1663,art,Liss Gallery,Cumberland Street,
1664,clothes,Wolford,Cumberland Street,
1665,gift,redLetter,Cumberland Street,
1666,convenience,The Corner Store Convenience,Lawrence Avenue West,
1667,beauty,Diana's Nail Salon,Church Street,
1668,florist,Verdi,St. Clair Avenue West,
1669,supermarket,Bulk Barn,East Liberty Street,
1670,furniture,EQ3,Hanna Avenue,
1671,beauty,Lionesse Beauty Bar,Cumberland Street,
1672,clothes,Motion,Cumberland Street,
1673,beauty,Pure + Simple,Cumberland Street,
1674,hairdresser,Paul Pecorella Hair Salon,Cumberland Street,
1675,art,Kinsman Robinson Galleries,Cumberland Street,
1676,dry_cleaning,Yorkville Dry Cleaners & Bay Convenience,Cumberland Street,
1677,convenience,Foto Grocery,Ossington Avenue,
1678,dry_cleaning,All Star Chem Dry Toronto,Beaumonde Heights Drive,
1679,nutrition_supplements,HERC'S Nutrition,Fort York Boulevard,
1680,convenience,Dixon Convenience,Dixon Road,
1681,convenience,Queen Supermarket Convenience,Queen Street West,
1682,optician,Clairhurst Eye Care,St. Clair Avenue West,
1683,art,DeSerres,Danforth Avenue,
1684,alcohol,LCBO,Eglinton Avenue East,
1685,supermarket,Loblaws,Eglinton Avenue East,
1686,clothes,SHAN Toronto,Avenue Road,
1687,art,Lumas,Yorkville Avenue,
1688,beauty,Summerhill Spa,Cumberland Street,
1689,fabric,macFAB Fabrics,Bayview Avenue,
1690,clothes,Secrets From Your Sister,Bloor Street West,
1691,convenience,sunshine variety,Sheppard Avenue East,
1692,butcher,Nortown,York Mills Road,
1693,clothes,Uniqlo,Yonge Street,
1694,beauty,Anh Nguygen Salon,Annette Street,
1695,doityourself,Baby Point Hardware,Annette Street,
1696,convenience,Canary & Fox Micro Market,Annette Street,
1697,hairdresser,Modern Waves Hair Salon,Annette Street,
1698,convenience,Wally's Smoke,Annette Street,
1699,dry_cleaning,Your Butler Cleaners,Annette Street,
1700,hairdresser,Benny’s Barber Shop,Jane Street,
1701,clothes,Bill Miles,Bloor Street West,
1702,convenience,Rabba,Bloor Street West,
1703,butcher,The Butcher Shoppe,Shorncliffe Road,
1704,clothes,Nicolas,Cumberland Street,
1705,deli,Caplansky's Deli,Cumberland Street,
1706,convenience,Seui Thi Super Market Chi Thanh,Jane Street,
1707,clothes,Kimina,Yorkville Avenue,
1708,clothes,Lolë,Yorkville Avenue,
1709,gift,Candle Emporium,Yorkville Avenue,
1710,clothes,ERES,Cumberland Street,
1711,clothes,Divine Decadence,Cumberland Street,
1712,hardware,Olympia Tiles,Apex Road,
1713,bakery,Mabel’s Bakery & Specialty Foods Inc.,Queen Street West,
1714,optician,Akal Optical,Albion Road,
1715,interior_decoration,HomeSense,Spadina Avenue,
1716,interior_decoration,HomeSense,Bloor Street West,
1717,shoes,Australian Boot Company,Queen Street West,
1718,cosmetics,L'Occitane,Queen Street West,
1719,houseware,Sanko Trading Co.,Queen Street West,
1720,tobacco,Havana Castle Cigars,Lake Shore Boulevard West,
1721,clothes,Coal Miner's Daughter,Queen Street West,
1722,jewelry,Anne Sportun,Queen Street West,
1723,optician,Spectacle,Queen Street West,
1724,clothes,FloorPlay Socks,Queen Street West,
1725,shoes,William Shoe Store,Queen Street West,
1726,pet,Timmie Doggie Outfitters,Queen Street West,
1727,hairdresser,Black & White Barber Shop,Davenport Road,
1728,pet,Helmutt's Pet Supply,Queen Street West,
1729,clothes,Zumel & Co.,Queen Street West,
1730,hairdresser,Hair District,Bay Street,
1731,clothes,Upside Cyclestyle,Augusta Avenue,
1732,hairdresser,Proper Barbers,Kensington Avenue,
1733,pawnbroker,A&A Cash for Gold,Lawrence Avenue East,
1734,clothes,Park & Province,Queen Street West,
1735,beauty,Noi Folino Hair Salon,Royal York Road,
1736,stationery,The Paper Place,Queen Street West,
1737,deli,The Spice Trader,Queen Street West,
1738,clothes,Fortnight,Queen Street West,
1739,clothes,Common Sort - Parkdale,Queen Street West,
1740,beauty,Tu-Hoa Beauty Centre,Yonge Street,
1741,beauty,Viola Laser and Skin Care Clinic,Yonge Street,
1742,art,Mayberry Fine Art,Yorkville Avenue,
1743,health_food,Great Mountain Ginseng,Spadina Avenue,
1744,gift,Famous Canada Gift,Spadina Avenue,
1745,convenience,Ben's Variety Store,Bamburgh Circle,
1746,supermarket,大統華 T&T Supermarket,College Street,
1747,beauty,Divine Nails,St Clair Avenue East,
1748,convenience,Grocery & Bargain,St Clair Avenue East,
1749,beauty,CJ Beauty Supply,Finch Avenue West,
1750,dry_cleaning,Finchdale Cleaners,Finch Avenue West,
1751,bakery,R Bakery,Finch Avenue West,
1752,hairdresser,NC Salon,Yonge Street,
1753,beauty,Daisy Nails & Spa,Yonge Street,
1754,books,Bob Miller Book Room,Bloor Street West,
1755,hairdresser,Curl Bar,Jarvis Street,
1756,electronics,The Guy who Fixes Computers,Augusta Avenue,
1757,art,Joe Guerico Fine Art Restoration,O'Connor Drive,
1758,rental,On the Go Ads Food Truck Rental Toronto,Westmore Drive,
1759,dry_cleaning,Kwik Dry Carpet Cleaning,Saranac Boulevard,
1760,bicycle,Repair and Run,Bloor Street West,
1761,interior_decoration,Socco Annex,Bloor Street West,
1762,hairdresser,Bow,Bloor Street West,
1763,hardware,Wiener's Home Hardware,Bloor Street West,
1764,gift,Juxtapose Cards & Gifts,Bloor Street West,
1765,electronics,BC-PC Technology Systems,Bathurst Street,
1766,wine,Magnotta Winery,Castlefield Avenue,
1767,shoes,Sloan's Shoes,Yonge Street,
1768,car,Midtown Honda,Dufferin Street,
1769,car_repair,Lee's Auto Repair CEntre,Dundas Street West,
1770,bakery,Bloomer's,Bloor Street West,
1771,bakery,Through Being Cool Vegan Baking Co.,Bloor Street West,
1772,supermarket,Yam Chops,College Street,
1773,vacant,Bloor Dovercourt Appliances,Bloor Street West,
1774,spiritual,Happy Soul,Bloor Street West,
1775,nutrition_supplements,Juicers 4 Life,Bloor Street West,
1776,clothes,Muddy George,Bloor Street West,
1777,erotic,Kink Toronto Inc,Bloor Street West,
1778,butcher,Vince Gasparro's Meat Market,Bloor Street West,
1779,beauty,DK Nails & Hair,Bloor Street West,
1780,bicycle,Toronto Bike Repair,Bloor Street West,
1781,florist,Hill's Florest,Bloor Street West,
1782,convenience,Double Double Convenience,Bloor Street West,
1783,supermarket,Whole Foods Market,Bayview Avenue,
1784,furniture,Barrymore Furniture Gallaries,Caledonia Road,
1785,cocktail,BYOB Cocktail Emporium,Queen Street West,
1786,pastry,Nugateau,Queen Street West,
1787,convenience,Discount Mart,Dundas Street West,
1788,hairdresser,Maurisa Hair Design,Bellwoods Avenue,
1789,travel_agency,Correia Travel,Dundas Street West,
1790,convenience,Dundas Street Supermarket,Dundas Street West,
1791,beauty,Helia's Beauty Salon,Dundas Street West,
1792,antiques,Der Dietemann,Broadview Avenue,
1793,hairdresser,Broadview Barber Salon,Broadview Avenue,
1794,bakery,Cock-A-Doodle-Doo Gluten-Free Bakeshop,Bloor Street West,
1795,wine,The Wine Shop,Queen Street West,
1796,computer,Computation Ltd.,Jane Street,
1797,supermarket,Metro,Queen Street West,
1798,books,Librarie Mosaique,St. Clair Avenue West,
1799,books,Humber Bookstore,Humber College Boulevard,
1800,optician,Ollie Quinn,Yonge Street,
1801,bicycle,Cyclemania,Danforth Avenue,
1802,jewelry,Harry's Fine Jewellery,Queen Street West,
1803,pastry,Dufflet Pastries,Queen Street West,
1804,clothes,Courage my love,Kensington Avenue,
1805,pawnbroker,Sunny Pawn Shop,Bloor Street West,
1806,second_hand,Vintage Depot,Bloor Street West,
1807,antiques,The Monkey's Paw,Bloor Street West,
1808,carpet,Emporium Rugs,Bloor Street West,
1809,furniture,Furniture Time,Bloor Street West,
1810,laundry,Sparkie Laundry,Bloor Street West,
1811,greengrocer,Galaxy T&T,Bloor Street West,
1812,second_hand,Thrift Store,Bloor Street West,
1813,laundry,Bloordale Village Laundromat,Bloor Street West,
1814,convenience,TL Discount Store,Bloor Street West,
1815,variety_store,Tower City Inc Dollar & Variety,Bloor Street West,
1816,pet,That Dog Next Door,Bloor Street West,
1817,mobile_phone,Cell Phone Clinic,Bloor Street West,
1818,sports,Duke's Source for Sports,Bloor Street West,
1819,hairdresser,First Choice Haircutters,Bloor Street West,
1820,mobile_phone,Chatr,Bloor Street West,
1821,pet,Pet Valu,Bloor Street West,
1822,deli,Vatra Cheese & Deli,Bloor Street West,
1823,bakery,Nova Era Bakery,Rogers Road,
1824,butcher,The Steak Master,Bloor Street West,
1825,convenience,Diary Jug Conenience Store,Bloor Street West,
1826,florist,Ashbourne Corner Flowers & Gifts,Bloor Street West,
1827,beauty,Cergem Kangen Wellness Centres,Bloor Street West,
1828,hairdresser,Vincent's Hair Salon,Bloor Street West,
1829,bakery,Frenchie’s Doughnuts,Bloor Street West,
1830,beauty,Raw Beauty Bar,Bloor Street West,
1831,vacant,Scuralli Photography,Bloor Street West,
1832,beauty,Elegant Nails & Spa,Dundas Street West,
1833,hairdresser,Nu Hair Salon,Dundas Street West,
1834,convenience,Maple Convenience,Bloor Street West,
1835,dry_cleaning,7 Stars 1 Hour Cleaners,Bloor Street West,
1836,tattoo,Tattoorama,Bloor Street West,
1837,hairdresser,Ed's Barber Shop,Bloor Street West,
1838,bakery,Stari Grad Food Boutique,Bloor Street West,
1839,massage,Home Spa,Winlock Park,
1840,convenience,Circle K,O'Connor Drive,
1841,vacant,Jack Astor’s Bar and Grill,John Street,
1842,massage,Alegend Spa,Sheppard Avenue East,
1843,books,Discount Textbooks,Victoria Street,
1844,mobile_phone,The Wireless Station,Dundas Street West,
1845,hardware,Moving Store / Rent a Boxx,Leslie Street,
1846,convenience,Surma Super Market,Parliament Street,
1847,electronics,Maas Wireless,Gerrard Street East,
1848,dry_cleaning,NB Cleaners,Parliament Street,
1849,variety_store,The Rock Store,Harbord Street,
1850,vacant,SVP Sports,Queen Street West,
1851,clothes,Get Fresh Company,Queen Street West,
1852,beauty,Organic Nail Bar,Queen Street West,
1853,hairdresser,The Denizen,Queen Street West,
1854,tobacco,ZenZoo,Queen Street West,
1855,tailor,Wool House,Queen Street West,
1856,supermarket,Natural Foods,Queen Street West,
1857,clothes,Roma Rush,Queen Street West,
1858,clothes,Joe Fresh,Queen Street West,
1859,tobacco,Vape 29,Queen Street West,
1860,headshop,BestBudsForever,Queen Street West,
1861,cannabis,Cannaverse,Queen Street West,
1862,tobacco,Vape29,Queen Street West,
1863,butcher,The Healthy Butcher,Queen Street West,
1864,art,Off the Wall,Queen Street West,
1865,beauty,Comfort Nails,Queen Street West,
1866,art,Galerie de Bellefeuille,Avenue Road,
1867,hairdresser,Alex Cuts,Bloor Street West,
1868,wine,Wine Rack,Bloor Street West,
1869,butcher,John's Butcher Shop,St. Clair Avenue West,
1870,gift,Hanji Gifts,Bloor Street West,
1871,spa,TCM Spa Bloor Inc.,Bloor Street West,
1872,variety_store,Bengal Grocery & Variety,Bloor Street West,
1873,vacant,The Box Stop,Bloor Street West,
1874,travel_agency,Expedia Cruises,Bloor Street West,
1875,beauty,KuoQi Nails,Bloor Street West,
1876,clothes,Casual Affairs Clothing,Bloor Street West,
1877,hairdresser,Paulo & Co. Hair Salon,Bloor Street West,
1878,convenience,Bloor Smoke Gift Variety,Bloor Street West,
1879,bicycle,Brockton Cyclery,Dundas Street West,
1880,beauty,Lasting Looks Anti-Aging Laser Clinic,Bloor Street West,
1881,hairdresser,Henry's Barber Shop,Avenue Road,
1882,hairdresser,Victor & Roberto Hair Design Salon,Dundas Street West,
1883,beauty,First Nails,Dundas Street West,
1884,hairdresser,Lana's Hair Design,Dundas Street West,
1885,vacant,99 Nails & Spa,Dundas Street West,
1886,vacant,I Heart Sushi,Dundas Street West,
1887,vacant,Morning Flowers,Dundas Street West,
1888,vacant,The Village Salon,Dundas Street West,
1889,vacant,Chatr,Dundas Street West,
1890,vacant,Nulook Medispa,Burnhamthorpe Road,
1891,hearing_aids,Bravo! Hearing Centre,Dundas Street West,
1892,bakery,Espresso Bakery & Deli,Dundas Street West,
1893,hairdresser,Coconut Grove Nail And Esthetic Boutique,Dundas Street West,
1894,convenience,Hasty Market,Dundas Street West,
1895,beauty,Phoenix Blossom Spa,Dundas Street West,
1896,vacant,The Printing House,Dundas Street West,
1897,beauty,Perfect Touch Nail & Spa,Dundas Street West,
1898,vacuum_cleaner,Etobicoke Service Centre,Dundas Street West,
1899,beauty,NatureLax,Dundas Street West,
1900,pet,Nice Diggz,Dundas Street West,
1901,hairdresser,Igli Salon & Spa,Dundas Street West,
1902,hairdresser,S&C Hair Studio,Dundas Street West,
1903,laundry,Cleanze Wash & Fold Laundromat,Dundas Street West,
1904,mobile_phone,Mr. Cell Phone,Dundas Street West,
1905,computer,JH Computers,Dundas Street West,
1906,confectionery,European Patisserie,Dundas Street West,
1907,vacant,Joe's Pastizzi Plus,Dundas Street West,
