id,type,name,address,
5393,theatre,Buddies in Bad Times,Alexander Street,
5394,restaurant,Kairali,Kennedy Road,
5395,restaurant,Mia Brunch Bar,Yonge Street,
5396,ice_cream,Gemma Gelataria,Yonge Street,
5397,fast_food,Slayer Burger,Yonge Street,
5398,restaurant,Sushi Supreme,Yonge Street,
5399,courthouse,Ontario Court Of Justice,Finch Avenue West,
5400,fast_food,Thaï Express,Keele Street,
5401,fast_food,Popeyes,Keele Street,
5402,fast_food,Banh Mi Boys Sandwich Shop,Yonge Street,
5403,fast_food,Jollibee,Yonge Street,
5404,arts_centre,Centre For Inquiry Ontario,Beverley Street,
5405,cafe,Timothy's,Bay Street,
5406,dentist,Dental office,Dundas Street West,
5407,pharmacy,C.C. Pharmacy,Yonge Street,
5408,cafe,Aroma Espresso Bar,Yonge Street,
5409,restaurant,Mr. Thai,Yonge Street,
5410,fast_food,Fat Lamb Kouzina Homemade Greek Food,Yonge Street,
5411,restaurant,Happy Burger,Yonge Street,
5412,bank,Effort Trust,Yonge Street,
5413,disused,The Rosedale Diner,Yonge Street,
5414,cafe,Boxcar Social,Yonge Street,
5415,veterinary,VCA Animal Hospital,Yonge Street,
5416,restaurant,Swiss Chalet,Yonge Street,
5417,place_of_worship,Toronto Islamic Centre (TIC) & Community Services,Yonge Street,
5418,restaurant,Lee Chen Asian Bistro,Yonge Street,
5419,fast_food,Villa Fruit,Yonge Street,
5420,fast_food,Pizza Hut Express,Yonge Street,
5421,cafe,Tim Hortons,Wellington Street West,
5422,dentist,Dentistry On Yorkville,Yorkville Avenue,
5423,restaurant,Blü Ristorante & Lounge,Yorkville Avenue,
5424,fast_food,Ali Baba's,Wellesley Street West,
5425,fast_food,Magic Oven,Wellesley Street West,
5426,fast_food,Booster Juice,Wellesley Street West,
5427,restaurant,Not Just Noodles,Yonge Street,
5428,fast_food,Domino's,Keele Street,
5429,fast_food,Soup Nutsy,Wellington Street West,
5430,restaurant,Sushi Club,Charles Street West,
5431,restaurant,Okonomi House,Charles Street West,
5432,dentist,Midtown Dental,Bloor Street East,
5433,fast_food,Mamma's Pizza,Yonge Street,
5434,restaurant,Istanbul Döner Wrap,Yonge Street,
5435,fast_food,The Bagel House,Yonge Street,
5436,dentist,Lawton @ Yonge Dental Office,Yonge Street,
5437,cafe,Spring Cafe Bistro,Yonge Street,
5438,restaurant,Misturo,Davenport Road,
5439,pharmacy,Konop Chemists,Bloor Street West,
5440,internet_cafe,Net Plaza,College Street,
5441,fast_food,Rolltation,Yonge Street,
5442,dentist,Bayview Village Dental,Bayview Ave,
5443,fast_food,Thaï Express Elite,Bayview Avenue,
5444,cafe,Aroma Espresso Bar,Spadina Road,
5445,bank,CIBC,Spadina Road,
5446,bank,TD Canada Trust,Spadina Road,
5447,restaurant,Constantine,Charles Street East,
5448,restaurant,Sushi Time,Queen Street West,
5449,pub,The Friar and Firkin,John Street,
5450,pub,Town Crier Pub The Halfway Beer House,John Street,
5451,dentist,Ari Dental,John Street,
5452,fast_food,McDonald's,Front Street West,
5453,restaurant,Marché Restaurant,Yonge Street,
5454,cafe,J.J's Café,Yonge Street,
5455,restaurant,Tabülè,Yonge Street,
5456,car_wash,One-A-Minit Car Wash,Church Street,
5457,fast_food,Meet You,College Street,
5458,cafe,Second Cup,College Street,
5459,restaurant,Spicy Mafia,College Street,
5460,restaurant,Dear Saigon,College Street,
5461,restaurant,Asian Bowl,Yonge Street,
5462,restaurant,Jeff’s Kitchen,Merton Street,
5463,dentist,Dentistry on Bay,Bay Street,
5464,post_office,Canada Post,Bay Street,
5465,fast_food,Slice of New York,Edward Street,
5466,restaurant,KAKA All You Can Eat,Bay Street,
5467,fast_food,La Tortilleria,Dufferin Street,
5468,fast_food,Thaï Express,Dufferin Street,
5469,fast_food,Manchu Wok,Dufferin Street,
5470,bank,Scotiabank,Sheppard Avenue East,
5471,fast_food,South China Restaurant,Mount Pleasant Road,
5472,fast_food,Tandori Indian Cuisine,Bay Street,
5473,cafe,Country Style,Bay Street,
5474,fast_food,Cultures,Bay Street,
5475,doctors,Balmoral Medical Arts Facility,Yonge Street,
5476,restaurant,Java House,Queen Street West,
5477,fast_food,Ritz Caribbean Food,Yonge Street,
5478,bank,CIBC,Yonge Street,
5479,restaurant,Evivva Restaurant Breakfast & Lunch,Yonge Street,
5480,restaurant,Tokyo Sushi,St. Joseph Street,
5481,dentist,Dr. Alan Gans,Wellesley Street East,
5482,fast_food,Danforth Pizza House,Danforth Avenue,
5483,library,Toronto Public Library - Forest Hill,Eglinton Avenue West,
5484,restaurant,Dynasty Chinese Cuisine  (Last Straw Distillery),Yorkville Avenue,
5485,restaurant,Fresh on Front,Front Street East,
5486,restaurant,The Sultan's Tent,Front Street East,
5487,doctors,SpaMedica,Avenue Road,
5488,place_of_worship,Tabernacle Church of God,Keele Street,
5489,restaurant,Osmow's,Keele Street,
5490,fast_food,Druxy's,Bay Street,
5491,fast_food,Alexandros,Queens Quay West,
5492,restaurant,Reds,Adelaide Street West,
5493,fast_food,Subway,Eglinton Avenue East,
5494,pharmacy,Shoppers Drug Mart,Bayview Avenue,
5495,restaurant,Pizza Hut,Bayview Avenue,
5496,restaurant,Aria,York Street,
5497,restaurant,Oyster Mine,Yonge Street,
5498,bank,TD Canada Trust,Hanna Avenue,
5499,cafe,Saving Gigi,Bloor Street West,
5500,fast_food,Ali Baba's,Dundas Street West,
5501,restaurant,Pizza Hut,Morningside Avenue,
5502,dentist,Dr. Carrie Hui, B.H.Sc., D.D.S.,Eglinton Avenue East,
5503,restaurant,Taste of Thai House,Vaughan Road,
5504,ice_cream,Dutch Dreams,Vaughan Road,
5505,dentist,St. Clair Spadina Dental,St. Clair Avenue West,
5506,fast_food,Bigman's Gourmet Pizza,Bayview Avenue,
5507,restaurant,The Keg,The Esplanade,
5508,restaurant,The Old Spaghetti Factory,The Esplanade,
5509,fast_food,Sushi Coulture,Bloor Street West,
5510,fast_food,Pizzaiolo,Bloor Street West,
5511,fast_food,Maestro’s Gourmet Pizza,Kingston Road,
5512,fast_food,Pizzaiolo,Church Street,
5513,cafe,Starbucks,Gerrard Street East,
5514,restaurant,Katsuya,Gerrard Street East,
5515,pub,Hair of the Dog,Church Street,
5516,restaurant,United Bakers Dairy Restaurant,Lawrence Avenue West,
5517,restaurant,Barootes Casual Dining,King Street West,
5518,restaurant,Il Fornello,King Street West,
5519,school,Taunton School,Taunton Road,
5520,fast_food,Pizza Hut Delivery,Yonge Street,
5521,cafe,Jade,Bay Street,
5522,social_facility,Old York Towers,The Esplanade,
5523,fast_food,Souvlaki Express,Queen Street East,
5524,restaurant,O Sushi,Coxwell Avenue,
5525,restaurant,The Homeway,Mount Pleasant Road,
5526,library,Toronto Public Library - Mount Pleasant,Mount Pleasant Road,
5527,cafe,Faema Cafe,Dupont Street,
5528,fast_food,Big Smoke Burger,King Street East,
5529,restaurant,Katana on Bay,Bay Street,
5530,restaurant,C'est Bon,Yonge Street,
5531,cafe,Sugar Miracles Patisserie & Cafe,Yonge Street,
5532,fast_food,Choice Sandwich,Bay Street,
5533,fast_food,Somethin' to Talk About,Gerrard Street West,
5534,spa,Spring Green,Gerrard Street West,
5535,restaurant,The Resevoir Lounge,Wellington Street East,
5536,restaurant,Uncle Tony's,Wellington Street East,
5537,bar,Power Up Game Bar,Wellington Street East,
5538,dentist,Adelaide Dental,Adelaide Street East,
5539,restaurant,Planta Cocina,Temperance Street,
5540,restaurant,Planta Burger,Temperance Street,
5541,bureau_de_change,Rosco Trading Intl. Ltd. Currency Exchange,Yonge Street,
5542,fast_food,Kibo Sushi House,Yonge Street,
5543,fast_food,Gino's Pizza,College Street,
5544,cafe,Maderas,Ossington Avenue,
5545,restaurant,Il Fornaro,Avenue Road,
5546,dentist,KSV Dental,Victoria Park Avenue,
5547,restaurant,Ichiriki Japanese Restaurant,Bloor Street East,
5548,restaurant,Maiz Yonge,Yonge Street,
5549,fast_food,Pizzaville,Yonge Street,
5550,fast_food,The Belly Buster Submarines,Yonge Street,
5551,community_centre,Toronto Chinese Baptist Church Senior Citizen Centre,Beverley Street,
5552,courthouse,Federal Court of Appeal, Federal Court, Court Martial Appeal Court of Canada, Tax Court of Canada,Queen Street West,
5553,restaurant,St. Louis Bar & Grill,King Street East,
5554,fast_food,Mazar Kebab,The West Mall,
5555,car_wash,Popular Car Wash and Detailing,The West Mall,
5556,training,Code Ninjas,Bayview Avenue,
5557,dentist,Millwood Dental Centre,Millwood Road,
5558,dentist,Dental Office,Overlea Boulevard,
5559,restaurant,Grazie Ristorante,Yonge Street,
5560,fast_food,McDonald's,Warden Avenue,
5561,fast_food,Holy Chuck,Yonge Street,
5562,restaurant,Zelden's Deli and Desserts,Yonge Street,
5563,fast_food,Domino's,Yonge Street,
5564,bar,Blue Bird Bar,Dundas Street West,
5565,doctors,Footcare on Bay,Bay Street,
5566,fast_food,Sweetpepper,Bay Street,
5567,doctors,Queen's Park Health,Bay Street,
5568,dentist,Gelinas Dental Studio,Dundas Street West,
5569,dentist,Summerhill Dental Centre,Yonge Street,
5570,language_school,Language Studies International,Yonge Street,
5571,restaurant,The Rebel House,Yonge Street,
5572,restaurant,Rollstar Sushi,Yonge Street,
5573,restaurant,Tao Tea Leaf,Yonge Street,
5574,fast_food,Burrito Bandidos,Yonge Street,
5575,restaurant,Nove Trattoria,Yonge Street,
5576,restaurant,Sunny Morning,Yonge Street,
5577,restaurant,Boccone Deli & Pizza Bar,Yonge Street,
5578,fast_food,Pizza Hut Express,Church Street,
5579,fast_food,Food Emporium,Front Street West,
5580,fast_food,Pizza Nova,Front Street West,
5581,restaurant,Salad King,Yonge Street,
5582,language_school,Quest Language Studies,Yonge Street,
5583,bureau_de_change,College Currency Investments,Yonge Street,
5584,restaurant,Thai Spicy House,Mount Pleasant Road,
5585,post_office,The UPS Store,Pleasant Boulevard,
5586,restaurant,Maurya East Indian Roti,Bayview Avenue,
5587,doctors,Dental Medical Arts Centre,Yonge Street,
5588,restaurant,Echo Sushi,Yonge Street,
5589,restaurant,Mariachi's Mexican Cuisine,Yonge Street,
5590,restaurant,Marigold,Mount Pleasant Road,
5591,restaurant,Sakae,Mount Pleasant Road,
5592,orthodontist,Dr. Michael Shunock,Mount Pleasant Road,
5593,fast_food,The Bagel House,Bayview Avenue,
5594,pharmacy,I.D.A.,Finch Avenue West,
5595,childcare,Midtown’s Tiny Tots,Mount Pleasant Road,
5596,restaurant,Shibuie + Sushi Bar,Mount Pleasant Road,
5597,cafe,Well & Better Coffee,Mount Pleasant Road,
5598,fast_food,Rudy,Eglinton Avenue East,
5599,dentist,Dental Office Dr. Mirjana Janjos,Eglinton Avenue East,
5600,cafe,At Origin Cafe,Mount Pleasant Road,
5601,post_office,Evergreens Gifts & Rosedale Post Office,Mount Pleasant Road,
5602,banquet_hall,The Chef Upstairs,Mount Pleasant Road,
5603,restaurant,Zezafoun,Manor Road East,
5604,restaurant,Daddyo's,Spadina Avenue,
5605,social_facility,Eden Manor,St George Street,
5606,restaurant,Five Doors North,Yonge Street,
5607,theatre,Mysteriously Yours...,Yonge Street,
5608,restaurant,Balsamico,Yonge Street,
5609,restaurant,Little Sister Indonesian Food Bar,Yonge Street,
5610,restaurant,Hokkaido Ramen Satouka,Yonge Street,
5611,fast_food,Sushi House,Dundas Street West,
5612,fast_food,Rolltation,Dundas Street West,
5613,cafe,Cafe de Paris,Dundas Street West,
5614,dentist,Dr. Kwong W. Lo,Dundas Street West,
5615,cafe,Uncle Tetsu's Japanese Angel Cafe,Dundas Street West,
5616,cafe,Presotea,Dundas Street West,
5617,restaurant,Sushi & Bento,Dundas Street West,
5618,restaurant,Lan Zhou Ramen,Dundas Street West,
5619,fast_food,Indian Biriyani House,Dundas Street West,
5620,restaurant,12 o'lunch,Dundas Street West,
5621,restaurant,Yueh Tung Restaurant,Elizabeth Street,
5622,fast_food,Pasta Pantry,Yonge Street,
5623,restaurant,La Bamboche,Avenue Road,
5624,language_school,Alliance Française,Sheppard Avenue West,
5625,fast_food,Express Pizza & Grill,Bathurst Street,
5626,cafe,Tim Hortons,Drewry Avenue,
5627,restaurant,OffCourt Bistro,Balliol Street,
5628,doctors,MCI The Doctor's Office,Eglinton Avenue East,
5629,pharmacy,Mt. Pleasant Pharmacy,Eglinton Avenue East,
5630,fast_food,Harvey's,Bay Street,
5631,fast_food,Harvey's,Caledonia Road,
5632,restaurant,Positano Restaurant,Mount Pleasant Road,
5633,cafe,Little Nicky's Coffee,Queen Street West,
5634,restaurant,Ravi Soup,Adelaide Street West,
5635,fast_food,Fat Bastard Burrito,Adelaide Street West,
5636,restaurant,Azure Restaurant & Bar,Front Street West,
5637,bar,Beach Combers Bar and Grill,Queen Street East,
5638,restaurant,Yunshang Rice Noodle,Finch Avenue East,
5639,fast_food,Five Guys,Warden Avenue,
5640,restaurant,Harbour Sixty Steakhouse,Harbour Street,
5641,fast_food,Subway,Eglinton Avenue West,
5642,restaurant,New Ho King,Spadina Avenue,
5643,fast_food,Mr. Sushi,Toronto Street,
5644,fast_food,TSB 2000,Toronto Street,
5645,restaurant,Don Alfonso 1890,Toronto Street,
5646,fast_food,Donatelli’s Pizzeria,Dundas Street West,
5647,restaurant,Pho House,Dundas Street West,
5648,funeral_directors,Bates & Dodds Funeral Services,Queen Street West,
5649,restaurant,Easy Restaurant,Queen Street West,
5650,fast_food,McDonald's,Lake Shore Boulevard West,
5651,fuel,Shell,Lake Shore Boulevard West,
5652,bank,CIBC,Lake Shore Boulevard West,
5653,restaurant,Just Japan,Lake Shore Boulevard West,
5654,fast_food,Snack Shack,Lake Shore Boulevard West,
5655,fast_food,Long Branch Fish & Chips,Lake Shore Boulevard West,
5656,doctors,Long Branch Walk-in Clinic,Lake Shore Boulevard West,
5657,fuel,Petro-Canada,St. Clair Avenue West,
5658,library,Toronto Public Library - Main Street,Main Street,
5659,pub,Bar Wellington,Wellington Street West,
5660,driving_school,Young Drivers of Canada,Eglinton Avenue West,
5661,driving_school,Young Drivers of Canada,Bloor Street West,
5662,theatre,Harbourfront Centre Theatre,Queens Quay West,
5663,restaurant,BiBab Express Sushi N Rolls,Yonge Street,
5664,fire_station,Fire Station 146,Jane Street,
5665,restaurant,Matsuda teppanyaki sushi,Don Mills Road,
5666,fast_food,Panago,Eglinton Avenue East,
5667,restaurant,Darband,York Mills Road,
5668,cafe,Tim Hortons,Carlton Street,
5669,restaurant,Makkal Chon,Lawrence Avenue East,
5670,police,Mounted Police Headquarters,Nova Scotia Avenue,
5671,police,Toronto Police Services - Parking West,Lawrence Avenue West,
5672,police,Toronto Police Services - Parking East,Don Mills Road,
5673,police,22 Division Substation,Birmingham Street,
5674,pub,McGugan's,Gerrard Street East,
5675,cafe,Le Gourmand,Spadina Avenue,
5676,restaurant,Konia Kitchen & Bar,Roncesvalles Avenue,
5677,restaurant,Cider House,Roncesvalles Avenue,
5678,restaurant,The Westerly,Roncesvalles Avenue,
5679,fast_food,Pizza Nova,Avondale Avenue,
5680,kindergarten,Holland Bloorview Kids Rehabilitation Hospital Nursery School,Eglinton Avenue West,
5681,restaurant,Woods,Colborne Street,
5682,restaurant,Chadani,Colborne Street,
5683,chiropractor,Chiropractic Centre,Adelaide Street East,
5684,spa,poa studio,Church Street,
5685,security,Commissionaires,Church Street,
5686,restaurant,Museum Tavern Restaurant & Bar,Bloor Street West,
5687,cafe,The Coffee Boutique,Bloor Street West,
5688,fast_food,Banh Mi Boys,Yonge Street,
5689,fast_food,Subway,Islington Avenue,
5690,cafe,Tim Hortons,Islington Avenue,
5691,fast_food,Mr. Sub,Islington Avenue,
5692,childcare,Central Eglinton Children's Centre,Eglinton Avenue East,
5693,veterinary,West Hill Animal Clinic,Lawrence Avenue East,
5694,fast_food,Adam's Shawarma,Wellesley Street East,
5695,pharmacy,Shoppers Drug Mart,Lawrence Avenue West,
5696,social_facility,The Sherwood,Yonge Street,
5697,clinic,Toronto Rhinoplasty Clinic,Yonge Street,
5698,restaurant,Ema-Tei Authentic Japanese Food,St. Patrick Street,
5699,fast_food,Select Sandwich,Finch Avenue West,
5700,cafe,Tim Hortons,Mount Pleasant Road,
5701,cafe,Mercury Espresso,Queen Street East,
5702,pub,Blue Moon Pub,Queen Street East,
5703,restaurant,Starving Artist Waffles & Espresso,Mount Pleasant Road,
5704,restaurant,Hazel's Diner,Mount Pleasant Road,
5705,restaurant,Boland's Open Kitchen,Mount Pleasant Road,
5706,restaurant,Jack Astor's,Front Street East,
5707,cafe,Starbucks,William Kitchen Road,
5708,fast_food,Mucho Burrito,William Kitchen Road,
5709,restaurant,Wild Wing,William Kitchen Road,
5710,fast_food,Joanne's Deli,Eglinton Avenue East,
5711,bank,Scotiabank,Bamburgh Circle,
5712,fast_food,Pizza Nova,Eglinton Avenue East,
5713,cafe,Rachel's Coffee House,Yonge Street,
5714,restaurant,Sushi Zone,Yonge Street,
5715,restaurant,The Mars Diner,Yonge Street,
5716,pharmacy,Razi Pharmacy,Eglinton Avenue East,
5717,restaurant,Nakamori Japanese Restaurant,Eglinton Avenue East,
5718,bank,TD Canada Trust,Bayview Avenue,
5719,fast_food,Tandoori Indian Cuisine,Bloor Street East,
5720,pub,Bier Markt,The Esplanade,
5721,fast_food,Shawarma Empire,Lawrence Avenue East,
5722,restaurant,Touhenboku Ramen,Yonge Street,
5723,fast_food,241 Pizza,Lake Shore Boulevard West,
5724,cafe,Fair Grounds Organic,Lake Shore Boulevard West,
5725,fast_food,Burrito Boyz,Lake Shore Boulevard West,
5726,restaurant,George the Greek,Lake Shore Boulevard West,
5727,restaurant,Thrive Organic Kitchen & Cafe,Lake Shore Boulevard West,
5728,pub,T. J. O'Shea's,Lake Shore Boulevard West,
5729,restaurant,Speed Roll & Thai,Lake Shore Boulevard West,
5730,fast_food,Super Burger,Lake Shore Boulevard West,
5731,fast_food,Pizza & Wings,Lake Shore Boulevard West,
5732,ice_cream,Baskin-Robbins,The Queensway,
5733,cafe,Tim Hortons,The Queensway,
5734,kindergarten,Pinnacle Jr YMCA,Yonge Street,
5735,restaurant,Pickle Barrel,The West Mall,
5736,fast_food,California Sandwiches,The Queensway,
5737,restaurant,The Grille,The Queensway,
5738,fast_food,Rudy,The Queensway,
5739,fast_food,Burrito Boyz,The Queensway,
5740,fast_food,Fat Bastard Burrito,The Queensway,
5741,restaurant,Mandarin,The Queensway,
5742,restaurant,Dimitri's Place,Lake Shore Boulevard West,
5743,fast_food,Calibreze Pizza,Lake Shore Boulevard West,
5744,deli,Zakopane Deli,Lake Shore Boulevard West,
5745,restaurant,Michael's West Indian Flavour,Lake Shore Boulevard West,
5746,restaurant,Bombay on the Lake,Lake Shore Boulevard West,
5747,restaurant,Golden Cook Caribbean Restaurant,Lake Shore Boulevard West,
5748,fast_food,Lakeshore Super Submarine,Lake Shore Boulevard West,
5749,restaurant,Etobicoke Local,Lake Shore Boulevard West,
5750,restaurant,Caribbean Queen Roti Hut,Lake Shore Boulevard West,
5751,restaurant,The Kebab House,Lake Shore Boulevard West,
5752,pharmacy,Don Russell Pharmacy,Lake Shore Boulevard West,
5753,bank,Scotiabank,Lake Shore Boulevard West,
5754,restaurant,Maple Leaf House Grill & Lounge,Lake Shore Boulevard West,
5755,fast_food,Adriano's Pizza and Pasta,Lake Shore Boulevard West,
5756,pub,Pajo's Place Sports Bar & Grill,Lake Shore Boulevard West,
5757,fast_food,Subway,The Queensway,
5758,doctors,Lakeside Medical Clinic,The Queensway,
5759,dentist,Lakeview Dental,The Queensway,
5760,fast_food,Pizza Nova,The Queensway,
5761,fast_food,Pizza Pizza,The Queensway,
5762,fast_food,Booster Juice,The Queensway,
5763,doctors,Dr. Alan Ching Dentist/Dr. Bonnie Y. Tang Family Physician,Beverley Street,
5764,fast_food,Chipotle,Queen Street West,
5765,restaurant,Japango,Elizabeth Street,
5766,restaurant,Il Paesano Pizzeria and Restaurant,Brown's Line,
5767,dentist,Dr. Walter Vogl Dentistry,Eglinton Avenue East,
5768,fast_food,Kupfert & Kim,Yonge Street,
5769,restaurant,Pulcinella Ristorante Italiano,Lake Shore Boulevard West,
5770,restaurant,Buster's Kitchen and Bar,Lake Shore Boulevard West,
5771,events_venue,Odeum,Lake Shore Boulevard West,
5772,restaurant,Olive Kebab,Lake Shore Boulevard West,
5773,dentist,Fifth Street Dental,Lake Shore Boulevard West,
5774,bar,Konrad Lounge,Lake Shore Boulevard West,
5775,restaurant,Lucky Dice Restaurant,Lake Shore Boulevard West,
5776,financial_advice,Edward Jones Investments,Lake Shore Boulevard West,
5777,fast_food,Tiammada,Lake Shore Boulevard West,
5778,restaurant,Kitchen on Sixth,Lake Shore Boulevard West,
5779,pharmacy,Kassel's Pharmacy,Royal York Road,
5780,restaurant,Caribbean Breeze,Royal York Road,
5781,restaurant,SS2 Famous Bar & Resturant,Royal York Road,
5782,fast_food,Mixi Culinary Project,Lake Shore Boulevard West,
5783,fast_food,Maurya East Indian Roti Cuisine,Lake Shore Boulevard West,
5784,cafe,Mimico Coffee & Bagel,Lake Shore Boulevard West,
5785,restaurant,TICH,Lake Shore Boulevard West,
5786,fast_food,Pizzeria Oro Di Napoli,Lake Shore Boulevard West,
5787,fast_food,Green Mango Express,The Queensway,
5788,cafe,Lio’s Cafe,The Queensway,
5789,fast_food,Bom Apetite Churrasqueira,The Queensway,
5790,cafe,Starbucks,York Mills Road,
5791,cafe,Dark Horse Espresso Bar,Spadina Avenue,
5792,bank,RBC,The West Mall,
5793,restaurant,Globe Bistro,Danforth Avenue,
5794,fast_food,Indian Roti House,Queens Quay West,
5795,cafe,Formocha Bubble Tea,Eglinton Avenue East,
5796,pub,Timothy's Pub,Brown's Line,
5797,fast_food,Subway,Brown's Line,
5798,dentist,Humber Bay Dental Centre,Lake Shore Boulevard West,
5799,ice_cream,Ed's Real Scoop,Lake Shore Boulevard West,
5800,restaurant,Golden Stove,Lake Shore Boulevard West,
5801,clinic,Lake Medical Clinic,Lake Shore Boulevard West,
5802,restaurant,New Flower Drum,Lake Shore Boulevard West,
5803,restaurant,Alppalachia,Lake Shore Boulevard West,
5804,restaurant,LaVinia Restaurant,Lake Shore Boulevard West,
5805,veterinary,Marina Animal Hospital,Lake Shore Boulevard West,
5806,restaurant,Everest Hakka House,Lake Shore Boulevard West,
5807,dentist,Mason Denture Clinic,Lake Shore Boulevard West,
5808,fast_food,London Fried Chicken,Lake Shore Boulevard West,
5809,restaurant,Mai Mai Restaurant,Lake Shore Boulevard West,
5810,fast_food,Ducky's Roti and Caribbean Food,Lake Shore Boulevard West,
5811,restaurant,Trini Gardens Restaurant,Lake Shore Boulevard West,
5812,restaurant,Green Greek,Lake Shore Boulevard West,
5813,fast_food,Gino's Pizza,Lake Shore Boulevard West,
5814,fast_food,Ranu Thai Food,Lake Shore Boulevard West,
5815,pharmacy,Pharmasave,Lake Shore Boulevard West,
5816,restaurant,Jawny Bakers,O'Connor Drive,
5817,cafe,Starbucks,Sheppard Avenue West,
5818,fast_food,Dairy Queen,Sheppard Avenue West,
5819,bank,Scotiabank,Sheppard Avenue West,
5820,fuel,Esso,Kennedy Road,
5821,kindergarten,Central Montessori Schools,Sheppard Avenue East,
5822,school,Toronto Central Academy,Sheppard Avenue East,
5823,pub,The Rose and Crown,Yonge Street,
5824,theatre,Absolute Comedy,Yonge Street,
5825,fast_food,Gino's Pizza,Yonge Street,
5826,dentist,Yonge & Eglinton Dentistry,Yonge Street,
5827,doctors,Yonge Eglinton Medical Centre,Yonge Street,
5828,car_rental,Ryder,Kipling Avenue,
5829,dentist,Family Dental,Sheppard Avenue East,
5830,restaurant,Sashimi House Japanese Restaurant,Sheppard Avenue East,
5831,restaurant,California Roll,Bayview Avenue,
5832,post_office,Canpar,New Toronto Street,
5833,doctors,Bathurst Walk-In Clinic,Bathurst Street,
5834,fast_food,Mr. Souvlaki,North Queen Street,
5835,restaurant,Don Chon,The Queensway,
5836,fast_food,Shawarma Grill Xpress,The Queensway,
5837,car_rental,Hertz,The Queensway,
5838,fast_food,Dino's Wood Fire Pizza,The Queensway,
5839,fast_food,Momo Himalayan Kitchen,The Queensway,
5840,cafe,Bar Moderno,The Queensway,
5841,pub,Galway Arms,The Queensway,
5842,cafe,Cavallino Sports Cafe,The Queensway,
5843,restaurant,Osteria Pazzia,The Queensway,
5844,restaurant,Sushi Kaji,The Queensway,
5845,fast_food,Best Portuguese Chicken,The Queensway,
5846,bar,Tesla Lounge & Bar,The Queensway,
5847,restaurant,Chaban,The Queensway,
5848,cafe,Buno Giorno Caffe & Panini,The Queensway,
5849,pub,Main Street Coffee & Bar,The Queensway,
5850,fast_food,Queensway Fish and Chips,The Queensway,
5851,cafe,Plaza Cafe,The Queensway,
5852,animal_boarding,City Sniffers Dog Club,The Queensway,
5853,fast_food,Cantonese Gourmet,The Queensway,
5854,restaurant,Spoon & Fork,The Queensway,
5855,fast_food,Amaya Express,Dufferin Street,
5856,fast_food,Jimmy the Greek,Dufferin Street,
5857,pharmacy,Shoppers Drug Mart,Dufferin Street,
5858,fast_food,Sempre Pizza and Pasta,Bloor Street West,
5859,dentist,Royal York Dental,Bloor Street West,
5860,dentist,Princeview Dental,Bloor Street West,
5861,restaurant,The Crooked Cue,Bloor Street West,
5862,dentist,Kingsway Dental Centre,Bloor Street West,
5863,restaurant,Azarias,Bloor Street West,
5864,restaurant,Kingsway Fish & Chips,Bloor Street West,
5865,fast_food,Romi's Pizza & Ristorante,Bloor Street West,
5866,pub,Henry VII Ale House,Bloor Street West,
5867,restaurant,Souvlaki Hut Greek Taverina,Bloor Street West,
5868,fast_food,Burger Legend,Islington Avenue,
5869,dentist,Orchard Dental Care,Islington Avenue,
5870,restaurant,Republic 23,Islington Avenue,
5871,fast_food,McDonald's,Islington Avenue,
5872,cafe,Second Cup,Front Street West,
5873,childcare,Arpi Nursery School,Carl Hall Road,
5874,restaurant,The Fermenting Cellar,Distillery Lane,
5875,dentist,Museum Dental,Bloor Street West,
5876,fast_food,Five Guys,Yonge Street,
5877,kindergarten,Kids & Company,Bloor Street East,
5878,bank,CIBC,Kipling Avenue,
5879,stripclub,House of Lancaster,Bloor Street West,
5880,post_office,Tickets & More Post Office (Woodside Square Canada Post),Sandhurst Circle,
5881,dentist,Yonge Eglinton Dental,Yonge Street,
5882,pub,The Artful Dodger,Isabella Street,
5883,post_office,Eglinton Square Canada Post,Eglinton Square,
5884,library,Toronto Public Library - Eglinton Square,Eglinton Square,
5885,fast_food,Pizzaville,Kipling Avenue,
5886,restaurant,Starving Artist,Kipling Avenue,
5887,restaurant,Spring China House,Eglinton Avenue West,
5888,fast_food,Shawarma Boys,Annette Street,
5889,restaurant,Momiji Sushi,Bloor Street West,
5890,restaurant,Stack,Yonge Street,
5891,cafe,I deal coffee,Yonge Street,
5892,restaurant,The Burger Cellar,Yonge Street,
5893,cafe,The Roastery Cafe,Richmond Street West,
5894,restaurant,Bamiyan Kabob,Overlea Boulevard,
5895,dentist,Crescent Dental Health Clinic,Overlea Boulevard,
5896,fast_food,Popeyes,Overlea Boulevard,
5897,doctors,Thornlea Medical Centre,Overlea Boulevard,
5898,restaurant,Relish Bar & Grill,Danforth Avenue,
5899,restaurant,China Food,Millwood Road,
5900,cafe,Tim Hortons,Eglinton Square,
5901,fast_food,McDonald's,Eglinton Square,
5902,fast_food,Five Guys,Laird Drive,
5903,fast_food,Mucho Burrito,Laird Drive,
5904,fast_food,Booster Juice,Laird Drive,
5905,restaurant,Paramount,Spadina Avenue,
5906,restaurant,Paik's Noodle,Steeles Avenue East,
5907,social_centre,Loyal Order of the Moose,Lake Shore Boulevard West,
5908,fast_food,Woody's Burgers,Lake Shore Boulevard West,
5909,cafe,Panettorino,Lake Shore Boulevard West,
5910,restaurant,Dani Sushi,Lake Shore Boulevard West,
