id,type,name,address,
4162,frame,Framed by Izzy,Spadina Road,
4163,clothes,La Nuit Lingerie,Spadina Road,
4164,convenience,777 Variety,Bathurst Street,
4165,appliance,KWA Applicances,Eglinton Avenue West,
4166,alcohol,LCBO,Poyntz Avenue,
4167,charity,Habitat for Humanity ReStore,Caledonia Road,
4168,alcohol,Beer Store,Evans Avenue,
4169,minerals,Gifts From The Earth,Jackman Avenue,
4170,bakery,Steeles Bakery,Bathurst Street,
4171,variety_store,Your Dollar Store with More,Lawrence Avenue West,
4172,clothes,Carter's OshKosh,Lawrence Avenue West,
4173,bag,Just Bags,Lawrence Avenue West,
4174,clothes,Penningtons,Lawrence Avenue West,
4175,convenience,Dell Park Variety,Bathurst Street,
4176,car_repair,Cochrane Automotive,Chauncey Avenue,
4177,car_repair,Daytona Auto Sales & Service,Chauncey Avenue,
4178,art,Petroff Gallery,Eglinton Avenue West,
4179,clothes,Dash,Eglinton Avenue West,
4180,florist,Market Four Seasons,Avenue Road,
4181,bed,Sleep Country,Eglinton Avenue West,
4182,music,Cosmic Cheetah Music,Bloor Street West,
4183,beauty,Julia's Esthetics,Bloor Street West,
4184,chemist,Vivita Apothecary,Bloor Street West,
4185,travel_agency,Niagara Falls Tours - Zoom Tours,Carlingview Drive,
4186,hairdresser,Crows Nest,Kensington Avenue,
4187,clothes,Urban Catwalk,Kensington Avenue,
4188,furniture,Decorum,Yonge Street,
4189,gift,Tuck Shop Trading Co.,Yonge Street,
4190,coffee,Think.It Pensa Italiano,Borden Street,
4191,storage_rental,Bluebird Self Storage,Esandar Drive,
4192,storage_rental,Bluebird Self Storage,Ingram Drive,
4193,hairdresser,Klute Hair,Dunn Avenue,
4194,florist,Bellwood Blooms,Dundas Street West,
4195,beauty,High Park Nail Bar,Dundas Street West,
4196,bicycle,The Bike Place,Dundas Street West,
4197,shoe_repair,Louis Shoe Repair,Soudan Avenue,
4198,dry_cleaning,Dry Clean Alterations,Soudan Avenue,
4199,interior_decoration,Design Department,Mount Pleasant Road,
4200,tea,Sahara & Co,Mount Pleasant Road,
4201,hifi,hi fi fo fum,Mount Pleasant Road,
4202,storage_rental,Bluebird Self Storage,Don Mills Road,
4203,bicycle,Rusty Wrench,Davenport Road,
4204,tobacco,Esmoker Canada,Yonge Street,
4205,clothes,Theatrics Plus,Yonge Street,
4206,vacant,Eurolite,Queens Quay East,
4207,charity,Habitat for Humanity ReStore,Kennedy Road,
4208,rental,Stepheson's Rental Centre,Kennedy Road,
4209,laundry,COIN O RAMA Laundromat,Harbord Street,
4210,money_lender,Xcash Money Solutions,Bathurst Street,
4211,beauty,Elegant Nails,Bayview Avenue,
4212,car_repair,Star Auto Tech Inc.,Ellesmere Road,
4213,clothes,Vintage Dépôt,Kensington Avenue,
4214,pet,Pet Valu,Kingston Road,
4215,travel_agency,Laurier du Vallon Travel and Discovery,Yonge Street,
4216,yes,Sochic Toronto,Yonge Street,
4217,yes,Shisha & Co,Yonge Street,
4218,travel_agency,Book Me Travel,Eglinton Avenue East,
4219,cannabis,Ameri,Eglinton Avenue West,
4220,beauty,Way Young Tech Aesthetics,Yonge Street,
4221,hairdresser,YY Hair Nails & Spa,Yonge Street,
4222,hairdresser,Hair Salon,Dundas Street East,
4223,hairdresser,Hair Point Salon,Sherbourne Street,
4224,hairdresser,Nino’s Hairstyling,St. Clair Avenue West,
4225,condo,Monza Condos,St. Clair Avenue West,
4226,convenience,Variety and Dry-Cleaning,Dufferin Street,
4227,supermarket,Loblaws,Bathurst Street,
4228,hardware,The Reno Superstore,Caledonia Road,
4229,cannabis,Local Cannabis,Kennedy Road,
4230,clothes,Kenshi Toronto,Yonge Street,
4231,convenience,Xpress Mart,Kennedy Road,
4232,cannabis,Plug Cannabis,Dundas Street East,
4233,cannabis,Whappy Cannabis,Lawrence Avenue East,
4234,stationery,Staples,Yonge Street,
4235,pet,Fragbox Corals,Marlee Avenue,
4236,storage_rental,SmartStop Self Storage,Centennial Road North,
4237,car,Lecos Auto Sales - Dufferin St,Dufferin Street,
4238,clothes,Edith's Fashions,Finch Avenue West,
4239,clothes,Oh Happy Bride,Annette Street,
4240,mobile_phone,Tim Tech,Glen Watford Drive,
4241,hardware,Crystal Tile & Marble Ltd.,Apex Road,
4242,clothes,Uniqlo,King Street West,
4243,supermarket,Carload on the Beach,Queen Street East,
4244,tattoo,Chronic Ink Tattoo,Yonge Street,
4245,clothes,Modello Womenswear,Elm Street,
4246,beauty,Shega Salon & Aesthetics,Danforth Avenue,
4247,cannabis,Green Merchant Cannabis Boutique & Dispensary,Danforth Avenue,
4248,shoe_repair,Love Your Shoes,Advance Road,
4249,tiles,Deco-Tile,Tycos Drive,
4250,cannabis,CanaCulture Cannabis Store,Eglinton Avenue West,
4251,cannabis,Cannabis Canada,Dundas Street West,
4252,beauty,Fuzz,Church Street,
4253,alcohol,LCBO,Carlton Street,
4254,bakery,Gaucho Pie Co.,Westmoreland Avenue North,
4255,rental,Stephenson's Rental Services,Eastern Avenue,
4256,hairdresser,Sheila Hair Salon,Finch Avenue West,
4257,pet_grooming,Puff n Purr,Finch Avenue West,
4258,beauty,Skinbyvee,Dupont Street,
4259,florist,Fête Floral Boutique,McRae Drive,
4260,outpost,PenguinPickUp,Adelaide Street West,
4261,beauty,Beloved Tan,Bay Street,
4262,bicycle,YG Bike Repair Shop,Halcyon Lane,
4263,brewing_supplies,Toronto Brewing,Geary Avenue,
4264,bakery,Forno Cultura,King Street West,
4265,wine,30.50 Imports Inc,Christie Street,
4266,hearing_aids,Hearing Solutions,Bathurst Street,
4267,dry_cleaning,Palm ree Dry Cleaners,Bathurst Street,
4268,photo,Sooter's,Bathurst Street,
4269,cannabis,Ambrosia Cannabis Emporium,Queen Street West,
4270,magic_mushrooms,Mush Luv,Queen Street West,
4271,musical_instrument,Lil'Demon,Queen Street West,
4272,bakery,Hattendo,Baldwin Street,
4273,stationery,Cubeshops,Baldwin Street,
4274,car,Imperial Autozone Inc.,Beverly Hills Drive,
4275,computer,Rosedale Computers,Yonge Street,
4276,erotic;garden_centre,Moist,Roncesvalles Avenue,
4277,storage_rental,Storwell Self Storage,Executive Court,
4278,supermarket,Farm Boy,Dundas Street West,
4279,car_repair,Humberview Collision,Fieldway Road,
4280,florist,Morning Flower,Dundas Street West,
4281,car,Great Car Inc.,Bering Avenue,
4282,antiques,Old Trunk,Roncesvalles Avenue,
4283,bakery,The Portuguese Bake Shop,Bloor Street West,
4284,clothes,416 Tactical Supply,Islington Avenue,
4285,pet,PetSmart,Industrial Street,
4286,hairdresser,Twin Image,Kingston Road,
4287,cannabis,Soul Rebel,Kingston Road,
4288,variety_store,Dollarama,Broadview Avenue,
4289,supermarket,The Source Bulk Foods,Roncesvalles Avenue,
4290,craft,Mother Earth Centre,Gerrard Street East,
4291,bakery,Le Conciliabule,Gerrard Street East,
4292,seafood,Newport Fish & Seafood,Geary Avenue,
4293,bakery,Robinson Bread,Brock Avenue,
4294,cannabis,Fire & Flower,Brock Avenue,
4295,money_lender,Lend Direct,Neilson Road,
4296,bakery,Bun King Bakery,Lapsley Road,
4297,cannabis,Green Merchant Cannabis Boutique,Lapsley Road,
4298,nutrition_supplements,Popeye's Supplements,William Kitchen Road,
4299,dry_cleaning,Regent Cleaners,Sheppard Avenue West,
4300,cannabis,Hemisphere Cannabis Co.,Avenue Road,
4301,travel_agency,Northern International Travel,Broadview Avenue,
4302,beauty,a la spa + beauty bar,Bayview Avenue,
4303,bicycle,Go Dutch Bikes,Eglinton Avenue West,
4304,cannabis,Bud Express,Queen Street West,
4305,cannabis,Mani's Toke,Queen Street West,
4306,cannabis,Kush Club,Queen Street West,
4307,cannabis,Belle Bud,Spadina Avenue,
4308,cannabis,GreenPort,College Street,
4309,cannabis,Yerba Buena Cannabis,College Street,
4310,antiques,A Room in Paris,Queen Street West,
4311,sewing,World Sew,Queen Street West,
4312,art,Campagna Bronze,Queen Street West,
4313,art,RAID,Queen Street West,
4314,massage,Aligned One Wellness,Danforth Avenue,
4315,cannabis,Civilian,Queen Street West,
4316,cannabis,Queen of Bud,Queen Street West,
4317,trade,Fastenal,Fima Crescent,
4318,cannabis,Cannoe,Queen Street West,
4319,beauty,U Pretty Nails,Pape Avenue,
4320,boat,A1 Yacht Sales Toronto,Macpherson Avenue,
4321,beauty,Julie Nails,Coxwell Avenue,
4322,cannabis,the neighbourhood joint,Coxwell Avenue,
4323,gift,pulp & paperie,Coxwell Avenue,
4324,bakery,mon K patisserie,Coxwell Avenue,
4325,clothes,What's in Fashion,Coxwell Avenue,
4326,hairdresser,Royal Cuts Barbershop,Coxwell Avenue,
4327,convenience,Lucky Variety,Coxwell Avenue,
4328,convenience,Coxwell Milk Convenience,Coxwell Avenue,
4329,clothes,Trichology Boutique,Avenue Road,
4330,money_lender,Money Mart,Dundas Street West,
4331,convenience,Aisle 24,Dundas Street West,
4332,hairdresser,Costello Beauty,Eglinton Avenue West,
4333,beauty,Lts Nail,Eglinton Avenue West,
4334,supermarket,Masellis Supermarket,Danforth Avenue,
4335,supermarket,Fresh From The Farm,Donlands Avenue,
4336,pet,Pet Valu,Roncesvalles Avenue,
4337,psychic,Psychic Reader,Bloor Street West,
4338,health_food,Gaia Natural Foods,Eglinton Avenue East,
4339,clothes,HAVEN,Richmond Street East,
4340,supermarket,Farm Boy,Dupont Street,
4341,alcohol,LCBO,Dupont Street,
4342,convenience,Circle K,Bathurst Street,
4343,supermarket,Rabba,Dundas St E,
4344,beauty,Bella Babe Beauty Bar,Dundas Street West,
4345,gold_dealer,Canadian Bullion,Sheppard Ave W,
4346,video_games,E-Blue Esport Stadium,Yonge Street,
4347,beauty,Beautique Spa & Laser Inc.,Bloor Street West,
4348,furniture,South Hill Home,Dupont Street,
4349,supermarket,Fresh City Farms,Bay Street,
4350,cosmetics,PHNX Cosmetics,Bloor Street West,
4351,sports,Northline,Vanderhoof Avenue,
4352,electrical,Eros LED Lighting Inc - LED lighting & Electrical Supplies,Passmore avenue,
4353,flooring,Best Way Carpet,Select Avenue,
4354,storage_rental,Warden Self Storage,Warden Avenue,
4355,supermarket,Hung-Wang Foods Inc,Warden Avenue,
4356,clothes,Sugar and Spice Childrens boutique,Bathurst street,
4357,dry_cleaning,Quality Drycleaners & Launderers,Bathurst street,
4358,printer_ink,UPS Store #426,2927 Lake Shore Blvd W,
4359,furniture,Around The Block Consignment Home Furnishings,Lesmill Road,
4360,car_repair,Enzo Car Clinic,Alness Street,
4361,supermarket,Euro Deli Ltd,140 La Rose Ave, #15A,
4362,second_hand,Value Village,Eglinton Avenue East,
4363,interior_decoration,Designs by Daniel,Lawrence Avenue West,
4364,beauty;hairdresser,M2 Beauty Studio,Lawrence Avenue West,
4365,hairdresser,Sianak Hair Design,Bayview Ave,
4366,coffee,Nikki's Cafe,Bayview Ave,
4367,clothes,Joe Fresh,Bathurst Street,
4368,optician,Clearly,Queen Street West,
4369,coffee,Wandering Bean Coffee,Princes' Boulevard,
4370,variety_store,AR Dollar Express Plus,Weston Rd,
4371,massage,Sunshine Spa,Finch Ave W,
4372,cannabis,Sticky Nuggz,Fort York Boulevard,
4373,massage,A Hand In Knead,Fort York Boulevard,
4374,yes,Onni Group,Fort York Boulevard,
4375,dry_cleaning,market cleaners,The Esplanade,
4376,household_linen,LOCO SPACE,Wellesley Street West,
4377,water,Water for You,Royal York Road,
4378,florist,Nelia’s Floral Design,Hardisty Drive,
4379,hairdresser,Naked Face,Bayview Avenue,
4380,butcher,Cumbrae's,Bayview Avenue,
4381,clothes,Modella Ladieswear,Bayview Avenue,
4382,bakery,Craig’s Cookies,Bayview Avenue,
4383,interior_decoration,Collage Designs,Bayview Avenue,
4384,nutrition_supplements,Peaches & Green,Bayview Avenue,
4385,clothes,Parpar,Bayview Avenue,
4386,sports,Merchant of Tennis,Bayview Avenue,
4387,bed,Naturepedic Organic Mattresses,Bayview Avenue,
4388,clothes,Your Clothes Friend,Bayview Avenue,
4389,convenience,On the Run,McCowan Road,
4390,musical_instrument,Paul's Boutique,Nassau Street,
4391,boat,Galcon Marine Ltd.,Sixteenth Street,
4392,car_repair,SImon's Car Care,Sherry Road,
4393,bathroom_furnishing,Shower-Deluxe,Bering Avenue,
4394,tea,Hojicha Co.,King St E,
4395,hairdresser,Sam's Barbershop,Bathurst street,
4396,copyshop,Log Books Unlimited,Runnymede Road,
4397,cannabis,Ace of Spades Weed Limited,Lake Shore Boulevard West,
4398,shoe_repair,Valentina Shoe Repair,Dundas Street West,
4399,gift,Hallmark,Queen Street East,
4400,electronics,The Source,Queen Street East,
4401,furniture,Seagull Classics,Queen Street East,
4402,bed,Beddingtons,Queen Street East,
4403,bakery,COBS Bread,Queen Street East,
4404,bicycle,Cycle World Super Store,Sheppard Avenue East,
4405,swimming_equipment,Olym's Swim Shop,Warden Avenue,
4406,seafood,Hooked,Ripley Avenue,
4407,storage_rental,Migson Public Storage,Gerrard Street East,
4408,gift,Alexandria Gifts Inc,Yonge St,
4409,second_hand,The Pegasus Shoppe,Kingston Road,
4410,hobby,Navito World,Danforth Avenue,
4411,pet,NAFB Aquarium Centre,Kingston Road,
4412,convenience,INS Market,St Clair Avenue West,
4413,pet,Pet Valu,Queen Street East,
4414,alcohol,LCBO,Kingston Road,
4415,jewelry,Gold Stone Jewelry,Lawrence Ave E,
4416,art,Arts on Queen,Queen Street East,
4417,massage,Vivid Spa,Steeles Ave W, #3,
4418,variety_store,Chester Variety,Danforth Avenue,
4419,hairdresser,Danforth Barber Shop,Danforth Avenue,
4420,shoes,Corse Shoes,Danforth Avenue,
4421,butcher,Bespoke Butchers,Danforth Avenue,
4422,convenience,Luke's Grocery,Logan Avenue,
4423,pet,knick knack paddy whack,Withrow Avenue,
4424,shoes,The Blue Shoe Box,Danforth Avenue,
4425,beauty,Glamazing,Danforth Avenue,
4426,bakery,The Night Baker,Danforth Avenue,
4427,clothes,Becker's Bridals,Danforth Avenue,
4428,beauty,sugarmoon,Danforth Avenue,
4429,books,The Scribe,Danforth Avenue,
4430,hairdresser,Serenity Hair Design,Queen Street East,
4431,wholesale,Costco,Islington Avenue,
4432,clothes,King Kobra Vintage Canada,Geary Avenue,
4433,hairdresser,Leon's Hair Salon & Barbershop,Danforth Avenue,
4434,convenience,Gas+ convenience Canadian Tire,Sheppard Avenue East,
4435,supermarket,Longo's,York Street,
4436,bakery,Le Génie,Yonge Street,
4437,clothes,Splashables,Paxman Road,
4438,clothes,Puffin Gear,Howden Road,
4439,storage_rental,Apple Self Storage,Dawes Road,
4440,stationery,Menu Depot,Dovedale Court,
4441,seafood,Affinity Fish,Dundas Street West,
4442,jewelry,AAA Diamonds,Queen Street East,
4443,wool,The Yarn Guy,Gower Street,
4444,wool,Yarns Untangled,Nassau Street,
4445,wool,Creative Yarns,Ellesmere Road,
4446,computer,Tech Source,Gerrard Street East,
4447,convenience,Cosburn Smoke & Gift,Cosburn Avenue,
4448,butcher,Karlovo European Meats & Deli,Cosburn Avenue,
4449,fabric,The Fabric Shop On Cosburn,Cosburn Avenue,
4450,psychic,Shankar Maharaj,Lawrence Avenue East,
4451,beauty,Esther Oasis Day Spa,Yonge Street,
4452,cannabis,Fogtown Flower,Yonge Street,
4453,pet,myPet Shop on Yonge,Yonge Street,
4454,beauty,Dahlia Wellness Centre,Yonge Street,
4455,pet,Pet Valu,King Street West,
4456,cannabis,Hidden Leaf Cannabis,Markham Road,
4457,wool,Good Grief Yarn & Provisions,Dundas Street West,
4458,hairdresser,Hair By Marzy,Cummer Avenue,
4459,travel_agency,Paran Toues,Yonge Street,
4460,laundry,Silver Birch Laundry Toronto,Kingston Road,
4461,books,Book City,Queen Street East,
4462,supermarket,Your Community Grocer,Four Winds Drive,
4463,yes,Golden Shrine Trading,Gerrard Street East,
4464,model,Dragon Hobby,Gerrard Street East,
4465,art,Above Ground Art Supplies,Queen Street East,
4466,video_games,Last Gen Toronto,College Street,
4467,pet,Ashario Pets,1111A Finch Ave West Unit #2 North york,
4468,clothes,Klaxon Howl,Queen Street West,
4469,hairdresser,Tim's Barber,MacDonell Avenue,
4470,supermarket,FreshCo,Jane Street,
4471,printing,Paper & Poste,Dundas Street East,
4472,school,Al Green Sculpture Studio & School,Dundas Street East,
4473,bicycle,Smart Wheel Electric Sports,Dundas Street West,
4474,supermarket,大統華 T&T Supermarket,Sheppard Avenue East,
4475,tattoo,Hon Tattoo Studio - Downtown Toronto,Yorkville Avenue,
4476,clothes,Woolove Apparel,Mariner Terrace,
4477,bakery,Tokyo Bakery,Sheppard Avenue East,
4478,car_repair,Sprint Auto Glass,Victoria Park Avenue,
4479,sewing,Beach Sewing Centre,Kingston Road,
4480,hairdresser,Beach Kidz Kutz,Queen Street East,
4481,pet_grooming,Fluff Dog Wellness Spa,Queen Street East,
4482,photo,Perfect Retouching Inc,Trudelle Street,
4483,bicycle,The bike spa!,Keele Street,
4484,travel_agency,Expedia Cruises,Front Street East,
4485,bakery,Vegan Danish Bakery,Queen Street West,
4486,clothes,Esti Boutique,Avenue Road,
4487,hairdresser,The Barber Brothers,Avenue Road,
4488,clothes,Tome Dress Salon,Avenue Road,
4489,hairdresser,Red Carpet,Avenue Road,
4490,pet_grooming,Le Chien Elegant,Fellbrigg Avenue,
4491,clothes,Pony Club Mens,Queen Street East,
4492,hairdresser,Ultimate Fades,Redpath Avenue,
4493,art,4Cats Arts Studio,Queen Street East,
4494,tattoo,Bini Tattoo & Piercing,Yonge Street,
4495,estate_agent,Royal LePage,Queen Street East,
4496,vacuum_cleaner,Vacuum Check,Queen Street East,
4497,tattoo,King Panther Tattoos,Queen Street East,
4498,fireplace,Classic Fireplace,Queen Street East,
4499,dry_cleaning,Kew Beach Cleaners,Queen Street East,
4500,hairdresser,Shervin Mr. Fade,Yonge Street,
4501,repair,Fast Appliance Repair Pro,Chesswood Drive,
4502,massage,Tokyo Shiatsu,Queen Street East,
4503,laundry,ETC Laundromats,Queen Street East,
4504,cannabis,Sixbud Cannabis,Queen Street East,
4505,dry_cleaning,Love Your Dress,Advance Road,
4506,camera,Vistek,Queen Street East,
4507,estate_agent,Remax Hallmark,Queen Street East,
4508,hairdresser,Style By Serkan,Bay Street,
4509,collector,Skull Store,Dundas Street East,
4510,candles,Yummi Candles,Trinity Street,
4511,supermarket,Aquatech Basement Waterproofing,Craven Road,
4512,clothes,Freda's,Elm Street,
4513,alcohol,Beer Store,Eastern Avenue,
4514,beauty,Julia Nails,Brimley Road,
4515,tattoo,Bleed Ink Tattoo & Piercing,Dundas Street West,
4516,sports,Toronto Fight Shop,Evans Avenue,
4517,clothes,Top Brands for Less,Queen Street West,
4518,cannabis,Fogtown Flower,Steeles Avenue East,
4519,bakery,Grayson's Rustic Bakery,Kingston Road,
4520,convenience,Ample Habitat,Dupont Street,
4521,pet_grooming,The Dogspaws,Kingston Road,
4522,beauty,Pink Tulip Spa,Steeles Avenue East,
4523,massage,Myodetox,Capreol Court,
4524,coffee,Gelato on the Danny,Danforth Avenue,
4525,garden_centre,Prince of Wales Garden & Market,Danforth Avenue,
4526,beauty,Rachel's Nail Art,Steeles Avenue East,
4527,bakery,La Bastille,Birchmount Road,
4528,beauty,Studio Nude Skin & Body,Davenport Road,
4529,gift,Tibet & Himalayan Gift Shop,Queen Street West,
4530,dry_cleaning,Canadian Drycleaners,Queen Street East,
4531,clothes,Icy Vintage - Wear Icy,Passmore Avenue,
4532,funeral_directors,York Cemetery & Funeral Centre,Beecroft Road,
4533,jewelry,Zorite,Sheppard Avenue East,
4534,surf,Surf the Greats,Carlaw Avenue,
4535,hairdresser,Qi Salon,King Street East,
4536,car_repair,Kayz Auto Detailing,Rogers Road,
4537,hifi,2001 Audio Video,Kennedy Road,
4538,electronics,Factory Direct,Kennedy Road,
4539,tyres,GoformTires,Bay Street,
4540,radiotechnics,Canada Robotix,Dundas Street West,
4541,jewelry,Mejuri,Ossington Avenue,
4542,swimming_pool,People for Pools,Kelfield Street,
4543,hairdresser,Hair Design,Dearham Wood,
4544,convenience,Chester's Chicken To Go,Kingston Road,
4545,hairdresser,Hair Gurus,Kingston Road,
4546,convenience,Youngs Food Mart,Kingston Road,
4547,beauty,Dream Touch SPA,Kingston Road,
4548,convenience,P's Good Luck Convenience,Kingston Road,
4549,beauty,Yan's Harmony Health Spa,Kingston Road,
4550,convenience,Hadfeilds,Dearham Wood,
4551,convenience,Jug City,Dearham Wood,
4552,beauty,Alison Stone,Dearham Wood,
4553,pet,Exotic Pets,Kingston Road,
4554,car_repair,Mobile Transmission And Auto Service,Kingston Road,
4555,copyshop,Sun Print Sho0,Kingston Road,
4556,car_repair,Scarborough Auto Care,Kingston Road,
4557,brewing_supplies,Soda Centre & Home Brewer's Retail,Kingston Road,
4558,bakery,L'Avenue - Boulangerie,Avenue Road,
4559,art,Issues Magazine Shop,Dundas Street West,
4560,e-cigarette,REMOVE,Dundas Street West,
4561,yes,British-Israel World Federation (Canada) Inc.,Sherbourne Street,
4562,yes,Winter Maintenance Depot 8,Sheppard Avenue East,
4563,yes,Steam Plant Lofts,Wellesley Place,
4564,yes,Wildeboer Dellelce Place,Bay Street,
4565,yes,Wellesley/Jarvis Place,Jarvis Street,
4566,public,Japan Foundation,Bloor Street West,
4567,office,Hong Kong Trade Centre,Temperance Street,
4568,office,MasterCard Canada,Bloor Street West,
4569,yes,Lynxus Drywall & Acoustics Inc,Botany Hill Road,
4570,yes,General Synod of the Anglican Church of Canada,Hayden Street,
4571,yes,Joe Rockhead's Indoor Rock Climbing,Fraser Avenue,
4572,yes,Little T Annex Art Gallery,King Street East,
4573,public,West Rouge Community Centre,Rouge Hills Drive,
4574,dormitory,City Park Co-Operative Apts Inc,Church Street,
4575,industrial,New Zealand Meat Pies,Shorncliffe Road,
4576,public,Fairmount Park Indoor Pool,Gerrard Street East,
4577,school,Monarch Park Collegiate Pool,Hanson Street,
4578,school,Earl Beatty Swimming Pool,Glebeholme Boulevard,
4579,public,Jimmie Simpson Swimming Pool,Queen Street East,
4580,public,Matty Eckler Swimming Pool,Gerrard Street East,
4581,yes,True North Climbing,Carl Hall Road,
4582,yes,Basecamp,Spadina Avenue,
4583,commercial,Olympian School of Swimming (Warden Location),Warden Avenue,
4584,yes,Music Building,Manitoba Drive,
4585,amenity,name,addr:street,
4586,theatre,Randolph Theatre,Bathurst Street,
4587,school,West End Alternative School,Bloor Street West,
4588,fast_food,Burger King,College Street,
4589,fast_food,McDonald's,McCaul Street,
4590,bank,RBC,University Avenue,
4591,cafe,Starbucks,Queen Street West,
4592,fast_food,Pizza Pizza,Queen Street West,
4593,place_of_worship,St. Volodymir Ukrainian Orthodox Cathedral,Bathurst Street,
4594,fast_food,McDonald's,Bathurst Street,
4595,pharmacy,Shoppers Drug Mart,Bathurst Street,
4596,library,Toronto Public Library - Sanderson,Bathurst Street,
4597,fuel,Petro-Canada,Spadina Avenue,
4598,fuel,Shell,Spadina Avenue,
4599,cafe,Starbucks,Wellington Street West,
4600,fuel,Esso,Dupont Street,
4601,bank,TD Canada Trust,Avenue Road,
4602,fast_food,Subway,Yonge Street,
4603,cafe,Tim Hortons,Bloor Street West,
4604,cafe,Starbucks,Yorkville Avenue,
4605,place_of_worship,The Stone Church,Davenport Road,
4606,cafe,Starbucks,Bay Street,
4607,fast_food,Pizza Pizza,Bloor Street West,
4608,bank,CIBC,Bloor Street West,
4609,bank,TD Canada Trust,Bloor Street West,
4610,fast_food,Ali Baba's,Bloor Street West,
4611,post_office,Canada Post,Bloor Street West,
4612,restaurant,The Black Briik,Bloor Street West,
4613,fast_food,Popeyes,Bloor Street West,
4614,parking,Dundas Square Underground Parking,Dundas Square,
4615,bank,BMO,University Avenue,
4616,bank,CIBC,University Avenue,
4617,pub,Free Times Cafe,College Street,
4618,police,University of Toronto Campus Police,Sussex Avenue,
4619,bank,CIBC,Ossington Avenue,
4620,library,Toronto Public Library - Davenport,Shaw Street,
4621,fast_food,McDonald's,St. Clair Avenue West,
4622,place_of_worship,St. Alphonsus Catholic Church,St. Clair Avenue West,
4623,pharmacy,Shoppers Drug Mart,St. Clair Avenue West,
4624,bank,RBC,St. Clair Avenue West,
4625,pharmacy,Shoppers Drug Mart,Bloor Street West,
4626,cinema,Scotiabank Theatre Toronto,Richmond Street West,
4627,fuel,Shell,Yonge Street,
4628,pub,Duke of York,Prince Arthur Avenue,
4629,fuel,Shell,Bathurst Street,
4630,restaurant,The Wheel,Spadina Avenue,
4631,fast_food,Cora's Pizza,Spadina Avenue,
4632,pharmacy,Shoppers Drug Mart,College Street,
4633,restaurant,Harry's Charbroiled,Palmerston Avenue,
4634,bank,National Bank,College Street,
4635,pharmacy,Guardian,Dundas Street West,
4636,bank,BMO,College Street,
4637,bank,BMO,Dundas Street West,
4638,bar,Monarch Tavern,Clinton Street,
4639,pharmacy,Hilary's Pharmacy,Dundas Street West,
4640,fast_food,Mr. Sub,Lake Shore Boulevard West,
4641,pub,Southside Johnny's Bar,Lake Shore Boulevard West,
4642,bank,RBC,Lake Shore Boulevard West,
4643,stripclub,Club Zanzibar,Yonge Street,
4644,restaurant,Drom Taberna,Queen Street West,
4645,pharmacy,Shoppers Drug Mart,Queen Street West,
4646,fast_food,Four Brothers Pizza,King Street West,
4647,bar,Early Mercy,King Street West,
4648,bank,RBC,King Street West,
4649,pharmacy,Shoppers Drug Mart,King Street West,
4650,pub,The Fortunate Fox,Bloor Street West,
4651,pharmacy,Snowdon Pharmacy (Guardian),Bloor Street West,
4652,fuel,Esso,Mount Pleasant Road,
4653,pharmacy,Guardian,Roncesvalles Avenue,
4654,pub,The Commoner,Dundas Street West,
4655,fast_food,McDonald's,The Queensway,
4656,pharmacy,Guardian,Queen Street West,
4657,bank,CIBC,Dundas Street West,
4658,fast_food,McDonald's,Dundas Street West,
4659,cinema,Cineplex Cinemas Yonge-Dundas and VIP,Dundas Street East,
4660,childcare,Kids Zone Daycare,Glendale Avenue,
4661,fast_food,Harvey's,Jarvis Street,
4662,pharmacy,Shoppers Drug Mart,Yonge Street,
4663,fuel,Petro-Canada,Markham Road,
4664,fuel,Esso,Markham Road,
4665,cafe,Deco,Dundas Street West,
4666,fuel,Esso,Eglinton Avenue East,
4667,fuel,Shell,Bayview Avenue,
4668,community_centre,Alexandra Park Community Centre,Grange Court,
4669,fast_food,Diamond Pizza,Main Street,
4670,fast_food,McDonald's,Gerrard Street East,
4671,childcare,The Workaround Parent Friendly Workspace,Danforth Avenue,
4672,pub,The Pour House Irish Pub & Restaurant,Dupont Street,
4673,fast_food,Pizza Pizza,Kingston Road,
4674,pharmacy,Shoppers Drug Mart,Bay Street,
4675,fast_food,Subway,Queens Quay West,
4676,police,Toronto Police Marine Unit,Queens Quay West,
4677,pharmacy,Shoppers Drug Mart,Queens Quay West,
4678,cafe,Starbucks,Lower Spadina Avenue,
4679,place_of_worship,The Christadelphians,Cosburn Avenue,
4680,place_of_worship,Salvation Army East Toronto Corps,Cedarvale Avenue,
4681,fuel,Petro-Canada,Jarvis Street,
4682,fuel,Petro-Canada,Thorncliffe Park Drive,
4683,place_of_worship,St. Andrew's United Church,Bloor Street East,
4684,fuel,Esso,King Street West,
4685,bank,Meridian Credit Union,Bay Street,
4686,pub,Duke of Richmond,Queen Street West,
4687,bank,TD Canada Trust,Yonge Street,
4688,fuel,Esso,Bayview Avenue,
4689,cinema,Imagine Cinemas Market Square,Front Street East,
4690,cafe,Starbucks,King Street West,
4691,fuel,Esso,Overlea Boulevard,
4692,pharmacy,Coxwell Pharmacy,Coxwell Avenue,
4693,library,Toronto Public Library - Thorncliffe,Thorncliffe Park Drive,
4694,fast_food,Pizza Nova,Danforth Avenue,
4695,pharmacy,Main Drug Mart,Danforth Avenue,
4696,nightclub,Rebel,Polson Street,
4697,library,Toronto Public Library - Dawes Road,Dawes Road,
